,commentnum,rate,movie,comment,nicknum,nick,date
0,13367932,7,부라더,웃기고 시간잘갓는데 내용은 도데체이게뭐지싶음ㅋㅋ ,13367932,salt****,17.11.06
1,13170454,10,살인자의 기억법,존잼인데 설현 안망치는데 ,13367932,salt****,17.09.16
2,13132777,7,킬러의 보디가드,박진감넘치고 재미있음. 내용은좀 뭐지싶지만 안지루하고 스펙타클함. 되게 옛날식 코메디장치들이 많아서 예측 가능할때도 있는데 그래사 7점줌 ,13367932,salt****,17.09.03
3,12029717,6,라라랜드,자다보다 자다보다. 지루햇음 그렇다고 욕하기엔 커플이이뿌고 노래도 나쁘지않고. 시간을되돌리면 VOD로 보겟더 ,13367932,salt****,16.12.10
4,11412062,9,조이,오 저는 재미잇엇어요 ㅋㅋㅋ킬링타임으로 굳혼자보는데 혼자 헙! 계속이럼ㅋㅋㅋㅋ잼썻어요 ,13367932,salt****,16.07.17
5,13363707,8,부라더,가볍게 가족들과 볼 수 있는 영화. 보는 동안 부모님 생각 많이 난거 같아요 ㅜㅜ ,13363707,5028****,17.11.05
6,13337293,10,토르: 라그나로크,여태 봤던 토르 중 제일 재밌었음 ,13363707,5028****,17.10.28
7,11899107,10,럭키,아무생각 없이 맘 편하게 웃으면서 잘 봤어요. ,13363707,5028****,16.10.23
8,11543303,10,덕혜옹주,의 삶이 불쌍하고. 일본놈들 보다 친일파새끼들이 더 치졸하고 나쁘다는걸 다시한번 느낌. ,13363707,5028****,16.08.03
9,11453223,6,부산행,잘 만들었지만. 마지막 부분 과 안소희 연기력이  지루했음 ,13363707,5028****,16.07.24
10,11102137,10,캡틴 아메리카: 시빌 워,어벤져스 보다 재미있었음.. ,13363707,5028****,16.05.05
11,10762527,10,엣지 오브 투모로우,재미있게 잘 봤습니다. ,13363707,5028****,16.01.21
12,10727455,10,세븐,손에 땀이... 진짜 재미있음.. 안 보신분들  꼭 보시길 ,13363707,5028****,16.01.14
13,10264953,10,타임 패러독스,와~~ 진짜 대박.. ,13363707,5028****,15.08.23
14,10047271,10,연평해전,가족들과 꼭 봐야 하는 영화!! ,13363707,5028****,15.06.28
15,13363706,10,부라더,가볍게 볼수 있고 살짝 뭉클함도 있었네요~ ,13363706,inin****,17.11.05
16,13363705,10,부라더,순간순간 웃김.. 마동석.이하늬ㅋㅋ 또 봐도 웃길것 같음. ,13363705,lete****,17.11.05
17,13363703,10,부라더,오랜만에 웃으면서 영화봤다ㅎㅎ ,13363703,jjs5****,17.11.05
18,13363701,10,부라더,웃느라 바빴습니다 ㅎㅎ ,13363701,lsy1****,17.11.05
19,13363700,10,부라더,가족~ 다시 생각하게 하는거 같다. 부모 자녀 같이보세요 ,13363700,love****,17.11.05
20,13363696,10,부라더,"빵빵터지는데 슬펐어요,,ㅠ ",13363696,lett****,17.11.05
21,13363693,10,부라더,단순하지만 한국적 정서가 물씬 캐릭터들이 귀엽다 ,13363693,jba1****,17.11.05
22,13363687,10,부라더,코믹 연기의 진수들을 보여줌. 아까운 시간이 없었음. ,13363687,jych****,17.11.05
23,13363686,10,부라더,웃겨서 배꼽 빠질뻔 넘 재밌어요 ,13363686,kyun****,17.11.05
24,13363681,8,부라더,걍~ 생각없이웃었네요~~ ㅋㅋ ,13363681,ksi1****,17.11.05
25,13363678,10,부라더,감동 영화 종반부에 눈물이 주르륵 ,13363678,korg****,17.11.05
26,13363675,10,부라더,재미있었어요.짱짱:D ,13363675,para****,17.11.05
27,13195700,9,아이 캔 스피크,감동감동! 다들 연기를 너뮤너무 잘하셔서 완전 이입했어요! 아직도 저런 일이 해결되지 않아서 마음이 너무 아팠다는... 재미있게 잘봤어요! ,13363675,para****,17.09.25
28,12446919,9,프리즌,배우들 연기는 진짜 진짜 진짜 좋았는데...후반에 끝맺음이 아쉬웠던 것 같다. ,13363675,para****,17.03.24
29,11963753,9,가려진 시간,정말 가을에 보기 좋은 영화가 아닌가...혼자남은 수린이와 그 많을  시간을 혼자 보냈을 성민이가 안타까웠다.  모든 배우들의 연기가  아쉽지않았던 영화.. ,13363675,para****,16.11.17
30,10602891,10,검은 사제들,시간이 정말 너무너무 빨리지나갔다..소재도 새롭고 배우들의 연기가 어느한명 빠지지않았던 듯....너무너무 재미있었어요! ,13363675,para****,15.12.15
31,8743629,9,역린,"배우들 하나하나가 정말  중요한 역을 맡았던거것 같음,.ㅋ 아역들도 연기가 괜찮고 ㅋㅋ ",13363675,para****,14.05.18
32,6623981,9,도둑들,스토리도 재미있었고 배우들의 액션연기가 돋보였던 작품... ,13363675,para****,12.08.19
33,5636027,10,퀵,ㅋㅋ완전 재미있던데요 ㅋㅋㅋ 영화보면서 다 빵터졌었는데ㅋㅋㅋ ,13363675,para****,11.08.11
34,5497988,10,수상한 고객들,완전 너무너무 재미있었어요ㅋㅋ 완전 감동! ,13363675,para****,11.06.25
35,13363674,10,부라더,가벼운듯 가볍지 않은 이야기 웃고싶어갔다 울고오네요. ,13363674,jc37****,17.11.05
36,13363669,10,부라더,재미도있고 감동도 있어요 ,13363669,shs5****,17.11.05
37,13363666,9,부라더,나름 감동있고 재밌게 봤어요 ,13363666,ohm5****,17.11.05
38,13363658,10,부라더,웃으며 보다가 부모님 생각에 눈물이 ~~ 가족사랑을 보여준 감동영화 ,13363658,whwo****,17.11.05
39,13363657,10,부라더,리얼 재미있고 슬프기도해요 꼭보는거 추천 ,13363657,ssoo****,17.11.05
40,13363651,10,부라더,생각지못한 웃음과 엉뚱한 매력 ! 그리고 마지막 가슴뭉클함까지 ,13363651,weed****,17.11.05
41,13363650,9,부라더,코믹 요소보다 애잔함과 슬픔이 더 묻어나는 영화 ,13363650,mswj****,17.11.05
42,12311719,10,조작된 도시,"봐도 봐도 새롭습니다. 다양한 시각으로 볼 수 있고, 새로운 장면, 배우들의 디테일한 감정까지 발견하게 됩니다. 영화 전문가가 아니라 어려운 표현은 모르겠고, 관객 입장에서 ""재미있다"" 생각 들면, 성공한거 아닐까요? ",13363650,mswj****,17.02.15
43,13363646,10,부라더,웃다가 울다가~생각보다는 괜찮았어요^^ ,13363646,sdsf****,17.11.05
44,13363641,10,부라더,소소한재미…?재밋어요가족이랑 같이보면 넘좋을듯 ,13363641,golt****,17.11.05
45,13363640,10,부라더,오랜만에 영화보면서 웃어보내요..마블리와동휘의 케미도 괜찮내요..마지막은 짠해서 살짝 눈물흘렸다능.. ,13363640,roob****,17.11.05
46,13363636,10,부라더,웃으면서 봤어요~~은근 감동도 있고요 ,13363636,tlsd****,17.11.05
47,13363633,8,부라더,그냥 아무 생각 없이 가서 보기 딱 좋은 영화 ㅋㅋ ,13363633,shle****,17.11.05
48,13363605,10,부라더,코믹 스릴러 감동 다 있는 영화 ,13363605,anso****,17.11.05
49,13363601,10,부라더,ㅋㅋㅋ 한국코미디 재밌네요 실컷웃으면서 봤어용 마지막엔 감동이에요ㅠㅠ ,13363601,96_h****,17.11.05
50,13363598,10,부라더,정신없이 보다 보니 어느덧 감동이..ㅠㅠ ,13363598,13wh****,17.11.05
51,13363595,10,부라더,영화관에서 눈물 나보기는 처음이였습니다. 웃다가 울다가 정말 좋은 힐링 영화네요. ,13363595,8tax****,17.11.05
52,13363592,10,부라더,"재밌어요~ 웃음, 감동, 공포까지 모든 장르가있는 영화에요! ",13363592,ahny****,17.11.05
53,13363589,10,부라더,재미 감동 교훈 세마리 토끼를 다잡았네요 ,13363589,anms****,17.11.05
54,13363585,10,부라더,코믹과 가족애을 한번 더 느끼게 해 주는듯한 영화 인듯합니다. 그리고 마동석의 연기는 역시 짱짱짱~대박나세요~ ,13363585,ghkt****,17.11.05
55,13363584,10,부라더,재미와 감동 두 가지 다 얻었어요 ^^ ,13363584,audi****,17.11.05
56,13363581,9,부라더,재밌다가 갑자기 소름끼침 그리고 좀슬퍼요ㅠ 영화는 재밌어요~ 꼭 보세요^^ 이하늬 저런연기 너무잘어울려요ㅋㅋ ,13363581,bawo****,17.11.05
57,13363577,10,부라더,"병맛코미디로 시작했지만, 엄마의 집밥으로 훈훈하게 마무리!! 마블리는 어디든 통한다. ",13363577,afg0****,17.11.05
58,13363564,10,부라더,단지 재미를 위한 요소라 생각했던 것들이 의미가 부여되는 순간 감동이 되네요. ,13363564,bsek****,17.11.05
59,13363562,10,부라더,재밌는데 이하늬씨 비중이 예상보다 적어서 아쉬웠지만 좋았어요! ,13363562,aygh****,17.11.05
60,13363560,10,부라더,생각보다 부담없이 편하게 보기 좋아요 킬링타임용으로 추천해요 ! ,13363560,soon****,17.11.05
61,8217271,10,집으로 가는 길,너무너무 잘 봤어요 미국에 핵폭탄이 있다면 대한민국엔 네티즌 이 있다! ,13363560,soon****,13.12.15
62,13363556,10,부라더,전형적인 한국 상업영화의 공식을 그대로 따라가지만 그래도 올해 코미디 중엔 제일 낫다. ,13363556,ban3****,17.11.05
63,10624386,8,히말라야,울지는않앗는데슬프고산악인이힘들다란거느낌 ,13363556,ban3****,15.12.20
64,13363361,10,부라더,멋진 형제들멋진 부모들사랑이 가득한 오로라씨 ,13363361,jnug****,17.11.05
65,13341265,9,유리정원,여윤이 남기 하지만....해피엔딩이 아니어서 아쉽네요...그래도 좋은 영화였습니다....(문근영:순수한건 오염되기 쉽죠)<<명대사였습니다... ,13363361,jnug****,17.10.29
66,12697161,10,원더 우먼,어제 친구들과 같이 보려 갔는데 진심 꿀잼강력추천!!! ,13363361,jnug****,17.06.07
67,13363313,9,부라더,마동석이랑 이동휘 케미가 잘맞는거같아요 재밌게보고 감동도받고 좋은영화입니다~ ,13363313,naru****,17.11.05
68,13363298,8,부라더,재밌네요 웃음코드도 있고 눈물 나는 부분도 있고 ,13363298,rfvp****,17.11.05
69,13394267,6,7호실,애매한영화같네요 코미디는 아닌것같아여 ,13362939,ruda****,17.11.16
70,13383072,1,미옥,시간가는줄알고봤습니다 ,13362939,ruda****,17.11.12
71,13366110,10,침묵,집중100%일수밖에없는영화 ,13362939,ruda****,17.11.06
72,13362939,6,부라더,저는좀지루해서졸렷어요 ,13362939,ruda****,17.11.05
73,13288796,5,희생부활자,"연기실력은 박수를 ,그러나알수없는장르 ",13362939,ruda****,17.10.15
74,13235431,10,남한산성,무조건봐야하는영화입니다 ,13362939,ruda****,17.10.04
75,13228122,10,범죄도시,무조건봐야하는영화에요 ,13362939,ruda****,17.10.03
76,13190424,10,아이 캔 스피크,시간가는줄도모르고봤습니다무조건보라고추천해주고싶어여 ,13362939,ruda****,17.09.24
77,13131068,5,로마의 휴일,유치한데 볼만해요 ~^^ ,13362939,ruda****,17.09.03
78,13105638,5,브이아이피,굳이 돈주고보지는않을것같은영화.. ,13362939,ruda****,17.08.27
79,13076681,4,장산범,별로 무섭지는 않아요 지루한게좀있었어요 ,13362939,ruda****,17.08.21
80,12993125,10,택시운전사,두번 세번 더보세요!!! ,13362939,ruda****,17.08.07
81,12926087,10,군함도,전 재밌게봤어요.. 보는거 추천해요..! ,13362939,ruda****,17.07.29
82,12821158,10,옥자,재밌어요 지루함전혀없고 안보셨다면 보세요 추천합니다!! ,13362939,ruda****,17.07.09
83,12787487,10,박열,정말 너무나 잘봤고 보는내내 재밌고 의미있는영화라 무조건 추천하고요시간내서꼭보세요~ ,13362939,ruda****,17.07.01
84,12732476,7,하루,나름 스토리가있어서 좋앗네여 ,13362939,ruda****,17.06.18
85,12713027,6,악녀,그냥 쏘쏘 스릴은 인정합니다 ,13362939,ruda****,17.06.11
86,12680898,10,대립군,이정재배우님 역시 연기는 끈내줍니다 집중하면서 너무 잘봤구요 김무열씨도 연기력 좋아요! 돈주고도 봐도 아깝지않네요~^^ ,13362939,ruda****,17.06.04
87,12623098,10,불한당: 나쁜 놈들의 세상,저는 개인적으로 지루하지않고 영화는 재밌게봤어요 임시완님도 연기 좋았구 설경구님 연기 좋앗구요 배우들은 잘한것같아요 ! ,13362939,ruda****,17.05.19
88,12591335,6,석조저택 살인사건,지루하긴한데 나름 스토리가있는영화였습니다 ,13362939,ruda****,17.05.09
89,12563367,7,보안관,그냥 무난한 영화였습니다 ,13362939,ruda****,17.05.03
90,12515419,10,아빠는 딸,완벽한영화였던것같아요 박명수 최고 ,13362939,ruda****,17.04.17
91,12450228,10,프리즌,집중하면서 봤어요 기대안하고보면 꿀잼입니다 ,13362939,ruda****,17.03.25
92,12378044,4,해빙,돈보고 볼정도는 아까운영화입니다 이상입니다 ,13362939,ruda****,17.03.01
93,13361312,3,부라더,너무 기대했는지 실망이 크네요중간중간 말장난으로 인한 소소한 웃음 외에는 재미있지는 않았습니다 ,13361312,mimi****,17.11.04
94,13264006,7,남한산성,한편의 역사 다큐를 본 듯한 느낌입니다. ,13361312,mimi****,17.10.08
95,13234886,10,범죄도시,정말 재밌었어요마블리가 다한 영화!! ,13361312,mimi****,17.10.04
96,12355244,7,루시드 드림,내용도 신선하구 재밌었어요근데 약간 긴박감은 떨어져요... ,13361312,mimi****,17.02.25
97,12235644,10,더 킹,현 시국에 많은걸 생각하게 만드는 영화 ,13361312,mimi****,17.01.28
98,11053070,10,시간이탈자,시사회 평 보고 기대 안하고 보러 갔는데 진짜 재밌었어요 ! ,13361312,mimi****,16.04.20
99,11002224,10,미스컨덕트,기대기대!꼭 보고싶어요! ,13361312,mimi****,16.03.30
100,8582564,10,변호인,짱구보고 고조 기분 최고조 ,13361312,mimi****,14.03.16
101,6133765,9,범죄와의 전쟁 : 나쁜놈들 전성시대,전반 내용에비해 뒤로갈수록 지루한감이 있지만돈내고볼만한 연기력들... ,13361312,mimi****,12.03.10
102,6133757,10,디스 민즈 워,기대 안하고봤는데 대박영화 싸웠던남친과 등돌리고보다가 끝날땐 손잡고 나올정도로 ^^ ,13361312,mimi****,12.03.10
103,13360779,6,부라더,개그는 재미있지만 다른 부분이 너무 쓸데없이 긴 것  같다. ,13360779,nick****,17.11.04
104,13252717,6,남한산성,많이 지루하다.같은 말을 무한 반복하는 느낌이다.물론 묵직한 느낌과 차가운 비주얼은 마음에 쏙 든다. ,13360779,nick****,17.10.07
105,13067010,1,익스트림 터미네이터,내인생 최악의 영화 클레멘타인이 훨씬 좋다 ,13360779,nick****,17.08.19
106,13066994,10,파운더,이영화는 전개가 지루하지 않으면서도 막 달리지 않는다.관객이 영화를 따라올 틈을 준다. 마이클 키튼의 연기는 캐릭터와의 엄청난 싱크로율을 자랑한다. 이영화는  미쳤다. ,13360779,nick****,17.08.19
107,13050990,6,청년경찰,불편한 코미디 재미있지만 여성에대한 내용이 굉장히 불편하다 ,13360779,nick****,17.08.16
108,13019224,10,애나벨: 인형의 주인,무섭다.지린다.오진다. ,13360779,nick****,17.08.11
109,12883127,1,군함도,나만 이 영화 별로일거라고 했는데 내예상은 틀린적이 없나 ,13360779,nick****,17.07.26
110,12883041,8,스파이더맨: 홈커밍,샘 레이미의 스파이더맨에 익숙한 관객들은 반감을 가질 수 도 있고 내가 그런 타입이다. 하지만 이 영화는 좋은 영화에 속한다. 톰 홀랜디와 마이클 키튼의 연기는 오진다. 그리고 네드도 나름대로 귀엽다.하지만 아이언맨의 비중이 큰 건 사실임 ,13360779,nick****,17.07.26
111,12882964,5,메멘토,너무 난해하다. 필요 이상으로 ,13360779,nick****,17.07.26
112,13360571,7,부라더,중간중간피식하면서 뭐지..하다가 후반부에 울컥했다 ,13360571,okey****,17.11.04
113,13268774,9,범죄도시,마동석 히어로물 겁나재밋음 ,13360571,okey****,17.10.09
114,13261657,9,아이 캔 스피크,대중영화의 진정과 감동은 이렇게만드는거..배우들에게 박수를!! ,13360571,okey****,17.10.08
115,13240350,9,남한산성,2시간반을 밀도있게 보낼수있었던 수작 ,13360571,okey****,17.10.05
116,12790324,6,옥자,난 그냥그저 그랬음.. ,13360571,okey****,17.07.01
117,12214633,4,더 킹,박태수(조인성)도 정치검사로 온갖 나쁜일을 했는데 내부고발 하나해서 종로 국회의원 입성??ㅋㅋㅋㅋ결론도 허접하고 대놓고 민주당 뽑아라는거네 ,13360571,okey****,17.01.22
118,11486381,8,인천상륙작전,평론가들 정치색이너무 심하다..뭐만하면 애국심강요래..지들이 좀불편하다고 별한개... 진짜뭐냐.. ,13360571,okey****,16.07.28
119,7816572,9,남자사용설명서,"참신, 발랄 ",13360571,okey****,13.08.02
120,7347026,1,영웅: 샐러멘더의 비밀,내생애 최고의 영화!!! ,13360571,okey****,13.03.14
121,7321732,9,스토커,"비유와 상징을 촘촘히 새겨넣인 미술품같은 스릴러..개인적으로는, 치밀하게 계산되어 만들어진 그 교차편집장면들 다시 보고싶음.. ",13360571,okey****,13.03.03
122,7113587,9,라이프 오브 파이,이렇게 또 하나의 걸작이.. ,13360571,okey****,13.01.14
123,7113553,1,타워,딱 해운대2...신파...cg에비해 한참  떨어지는 스토리.. ,13360571,okey****,13.01.14
124,6094088,6,하울링,그닥.. ,13360571,okey****,12.02.21
125,6094082,6,철의 여인,메릴스트립 연기구경만 하다옴.. ,13360571,okey****,12.02.21
126,5885415,3,신들의 전쟁,뭐하자는... ,13360571,okey****,11.12.03
127,5740024,9,아마데우스,레알 명작.. ,13360571,okey****,11.09.18
128,5475278,5,캐리비안의 해적: 낯선 조류,에고..엑스맨이 너무 압도적ㅠ ,13360571,okey****,11.06.11
129,5467474,9,엑스맨: 퍼스트 클래스,굳굳굳 ,13360571,okey****,11.06.06
130,5278804,9,그대를 사랑합니다,우와 이순재 할아버지...75세 나이를 무색하게하는 연기력... ,13360571,okey****,11.02.27
131,5198698,9,인크레더블,"참신,유머,흥미가득ㅋㅋ대박애니 ",13360571,okey****,11.01.30
132,5198690,6,메가마인드,그냥 평이하던데..인크레더블이 훨 재밌음 ,13360571,okey****,11.01.30
133,5175990,5,연인,유도미사일같은 칼자루는 참고 봤지만 난잡하게 짜집기된 황당한 스토리는 도저히.. ,13360571,okey****,11.01.22
134,5172692,8,아바타,내용은 그냥 포카혼타스+라스트사무라이지만 영상이 너무 혁명적이라... ,13360571,okey****,11.01.21
135,5172663,7,다크 나이트,글쎄 그렇게까진 아니던데...일부 대사나 설정은 좀 작위적이기도 하고.. ,13360571,okey****,11.01.21
136,4955141,10,이터널 선샤인,사랑은 머리가 아닌 가슴으로 하는것... ,13360571,okey****,10.11.12
137,4949434,9,500일의 썸머,나도 써머를 알아ㅋㅋㅋ ,13360571,okey****,10.11.10
138,4871314,8,레볼루셔너리 로드,케이트 윈슬렛이란 배우는 정말... ,13360571,okey****,10.09.27
139,4870986,4,고사 두 번째 이야기: 교생실습,너무한다.. ,13360571,okey****,10.09.26
140,4870967,7,의형제,흠...평점들이 조금 과장된거가틈;; ,13360571,okey****,10.09.26
141,4870110,8,올드보이,자유의지에 대한 회의... ,13360571,okey****,10.09.26
142,4853256,8,레지던트 이블 4: 끝나지 않은 전쟁 3D,"짜릿하고 재밋음ㅋㅋ인셉션, 다크나이트 같은 플롯을 기대하시나..왤케 평점이 박해? ",13360571,okey****,10.09.21
143,4688574,7,이끼,그런대로 잘만든 영화.....시종일관의 긴장감에 비해 결말이 아쉬움..... ,13360571,okey****,10.07.30
144,4688562,10,바스터즈: 거친 녀석들,쩐다ㅋㅋㅋㅋㅋㅋㅋ ,13360571,okey****,10.07.30
145,13360386,10,부라더,마동석과 이동휘의 캐미가 굿 ,13360386,wjdw****,17.11.04
146,13360369,9,부라더,억지웃음과 지루함이 밀려올때쯤 약간웃기고 감동에 공포 까지ㅋㅋ 나름 재밋엇어요 ,13360369,cfd0****,17.11.04
147,5316831,10,월드 인베이젼,군대를 가봤어야 알지..월드인베이젼 보면 알수 있음~ ,13360369,cfd0****,11.03.16
148,13360353,10,부라더,진짜 웃다가 울다가 봤어용ㅋㅋ 마동석나오는 영화는 다재밋는듯?! ,13360353,inca****,17.11.04
149,13360347,10,부라더,완전 꿀잼~ 마요미 넘 웃겨요~~~ ,13360347,hoho****,17.11.04
150,13360345,10,부라더,미봉 아내분의 재발견 ㅋㅋ ,13360345,tin2****,17.11.04
151,13360343,8,부라더,웃음반 눈물반 한국형 코미디의 답습이지만 마동석이 캐리 ,13360343,mong****,17.11.04
152,13360339,10,부라더,마동석의 연기변신ㅋㅋ 확 웃기지는 않았지만 웃기는 영화 가족사랑 생각하는 영화 ,13360339,dlwn****,17.11.04
153,13360333,10,부라더,이영화두번봤어요! 마블리 와 이동휘의 개과천선 아하하하 하는 이하늬씽디웃음소리가아직도들림니다! ,13360333,nani****,17.11.04
154,13360331,10,부라더,장르 불문.. ㅋㅋㅋㅋ 마블리 완전 귀여움 ,13360331,mna3****,17.11.04
155,13360328,9,부라더,웃기고 재밌어요 ㅋㅋㅋ 마지막엔 감동도! 그냥 생각없이 보면서 웃기 좋은 영화인거 같애요 ㅋㅋㅋ ,13360328,cxz0****,17.11.04
156,13360326,10,부라더,영화가 재미있네요. 조연분들이 연기를 잘하시네요 ,13360326,chod****,17.11.04
157,13360322,10,부라더,웃음과 눈물..마블리~~범죄도시와는 또다른 매력~ ,13360322,kky4****,17.11.04
158,13360315,10,부라더,재밌게 지루하지않게 본거같아요 ,13360315,seun****,17.11.04
159,13360306,10,부라더,형은 동생은 달라도 정이 넘친다 거기다 담백하게 웃긴다 가족영화다 ,13360306,yumi****,17.11.04
160,13360305,6,부라더,글쎄. 영화보면서 딴 생각에 빠질 수 있는 정도. 소리내 한번 웃었다. 침묵을 봤어야했다. ,13360305,kbut****,17.11.04
161,13343678,10,개를 훔치는 완벽한 방법,정말 왜 이렇게 늦게 영화를 봤지. 너무 좋은 영화였어. 소소한 웃음에 감동까지. 아이들 연기 너무 이뻐. ,13360305,kbut****,17.10.30
162,13335489,10,올드보이,몇번을 다시봐도 연출 각본 시나리오 촬영 음악 미술 연기 모두가 정점을 찍도록 빼어나다. 민식이형 연기는 그냥 오대수고. 약빨고 찍은 박찬욱의 연출은 최고였다. 살인의추억과 함께 대한민국 영화사에 둘도없는 보석같은 수작. 찬사를 받을만하다. ,13360305,kbut****,17.10.28
163,13269068,10,범죄도시,액션도 신나고 실화에 연기까지 더해져 시간 가는줄 모르게 재밌게 봤어요 ,13360305,kbut****,17.10.09
164,13100285,9,브이아이피,평점테러 심하네 충분히 볼만한데 ,13360305,kbut****,17.08.26
165,12890930,10,군함도,스크린2000개. 영화자체 평가를 흐트는 이유가 뭐지. 평점은 영화로만 평가해야지. 충분히 재밌고 의미가 전달된다. 1점준 알바 대단들하다 영화나보고 써라. 독과점이니뭐니 하는건 니들 sns에나올려. ,13360305,kbut****,17.07.26
166,12867704,10,옥자, 넘 귀엽고 마지막 새끼돼지 나올때 갑자기 감동이었음. 시사하는바가 크다. ,13360305,kbut****,17.07.23
167,12830764,10,인정사정 볼 것 없다,다시봐도 재밌고 연출력은 가히 돋보적 ,13360305,kbut****,17.07.12
168,12774145,10,기쿠지로의 여름,만화같은 설정에 감동은 두배로 이 영화를 이제야 보다니. 힐링되는 기분에 어깨가 들썩이는 피아노선율까지. ,13360305,kbut****,17.06.29
169,12726197,5,밤의 해변에서 혼자,홍감독 영화 거의 다 봤는데 이번편은 좀 별로.. 위트도 좀 떨어지고.. ,13360305,kbut****,17.06.15
170,12687362,9,특별시민,"연기는 뭐 말할것도 없지만, 내겐 꽤 괜찮은 한편의 영화였다. 지루하지 않았어. ",13360305,kbut****,17.06.05
171,12622839,8,육체의 약속,젊은시절 두 배우의 모습 보기좋다. 젊은 이정길 얼굴에 배우 박희순이 보이네. ,13360305,kbut****,17.05.19
172,12494471,6,그레이트 월,처음엔 괜찮았는데 중간이후부터 재미가 없어지는 영화로 유덕화나 맷데이먼도 살리기 어려운 이야기구조. ,13360305,kbut****,17.04.09
173,12489530,7,등산의 목적,남주 캐릭터 살아있네 개구진표정. 그냥 성인영화라 생각했는데 배우들 연기 괜찮네. ,13360305,kbut****,17.04.07
174,12447404,10,프리즌,올만에 석규형 영화 한편 봤네. 재미지던데요. ,13360305,kbut****,17.03.24
175,12440041,10,옆집소녀,포스터가 이래서 중요합니다. ,13360305,kbut****,17.03.21
176,12187301,10,박하사탕,이 영화에서 만큼은 설경구는 누구보다 최고였다. 너무 부끄러운 시대를 살다간 청춘들의 사랑과 아픔이 고스란히 있다. 한국영화 10개를 뽑으라면 반드시 추천하고 싶은 영화. ,13360305,kbut****,17.01.17
177,12074488,8,마스터,좀더 굵직한 캐릭터를 맡는 조연들이 없다는게 아쉽다. 수조원을 거래하는 판에 주연배우들외에 다른 조력자들 캐릭터가 너무 없어서 심심하다고 할까 약간은 지루한 면이 있었다. ,13360305,kbut****,16.12.23
178,11998072,4,아이 엠 어 히어로,이렇게 영화를 후지게 만들 수 있나.. ,13360305,kbut****,16.11.29
179,11958933,10,범죄의 여왕,예상치못한 완성도에 재미지게 봤다. ,13360305,kbut****,16.11.15
180,11902393,10,코드네임 : 콜드워,전편보다 더 단단해 졌다. 최근 홍콩영화 중에 제일 좋았다. 3편이 기대되는데.. 무간도 이후 그래도 꽤 탄탄한 시나리오지 않을까. ,13360305,kbut****,16.10.25
181,11877457,9,간신,주지훈과 김강우 연기와 흥청이라는 역사적사실이 흥미로웠기에 나름 재밌게 봤다 ,13360305,kbut****,16.10.16
182,11866300,9,유감스러운 도시,코미디장르로서는 이만하면 재밌지. ,13360305,kbut****,16.10.14
183,11812626,9,아수라,잔인하다고 평가절하하는건 좀 웃기지않나. 정말 재미지게 봤는데. ,13360305,kbut****,16.09.30
184,11777883,10,제이슨 본,도시하나를 세트로 삼고 영화찍는 허리우드 스케일 ,13360305,kbut****,16.09.20
185,11741840,10,밀정,재밌는 영화는 끝나지않고 몇시간이고 이어지면 어떨까 생각도 하면서 영화를 보는데 딱 그래 재미졌어.  강호형 연기는 두말할필요 없었다. ,13360305,kbut****,16.09.13
186,11739717,10,돈을 갖고 튀어라,이정도면 킬링타임으로 괜찮다. 오래묵은 영화 꺼내봤는데 나름 재밌게 봤으니 10점 준다. ,13360305,kbut****,16.09.13
187,11690884,10,성실한 나라의 앨리스,다소 잔인하나 소소한 웃음에 수남이 잡히지않기를 응원하면서 봤다.  이정현의 수남 연기는 청룡 여주인공으로 충분했다. ,13360305,kbut****,16.08.29
188,11464492,9,세이 예스,이거 당시 생각하면 그냥 지나치기엔 아까운 작품임. 배우에 대한 선입견이 작용해서 낭패본 케이스아닐까. ,13360305,kbut****,16.07.26
189,11432666,10,부산행,이건 확실하다 어느영화를 막론하고 처음부터 끝까지 달리는건 이 최고아닐까 쉴틈을 1분이상 질질 끌지않는다.  이런영화에 심오한 시나리오를 바란다면 예술영화나 집에서 때리라고 말사고 싶다.  그냥 달리면된다.  월드워Z보다 훨재밌게 봤다. ,13360305,kbut****,16.07.21
190,11373804,10,벤허,1959년 시대를 넘어 반칙아니냐 특수효과가 어떤거에 쓰인건지 모를정도로  압도적인 스케일에 혀를 내두를 정도다. 는 지금세대에서도 믿기 어려운 걸작이다. ,13360305,kbut****,16.07.07
191,11312084,10,베테랑,다시보니 더 재밌네.  류감독의 다음 작품이 빨리 나왔으면 좋겠다. ,13360305,kbut****,16.06.23
192,11280287,9,정글북,시나리오야  뭐 넘어가자. CG로 싸다구를 마구 때려도 모자르다. CG기술로는 아바타도 싸다구를 사정없이 맞게 된다. ,13360305,kbut****,16.06.13
193,11280277,9,호우시절,"정말 느낌 좋은 영화라 말하고 싶다. 화면이 너무 이뻤고, 무엇보다 두 주인공이 너무 멋지고 아름다웠기에 제목만큼 기억하고 싶은 영화였다. ",13360305,kbut****,16.06.13
194,11253478,7,시크릿,임팩트가 부족해서 그런지 2번봐도 내용이 또 생각안나네. ,13360305,kbut****,16.06.07
195,11244676,10,말아톤,여러본 보고 또 보지만 볼때마다 감동하는 너무 아름다운 영화. 감동함으로 울고싶을때 추천하는 영화. ,13360305,kbut****,16.06.06
