,commentnum,rate,movie,comment,nicknum,nick,date
4911,8342755,10,엔더스 게임,재미와 감동 둘 다 갖춘 영화였어요 은근 꿀잼입니다! ,13358300,bang****,14.01.03
4912,13357847,1,부라더,진짜 ㄴㅈ 시간이아까움 ,13357847,rlad****,17.11.03
4913,11815339,9,아수라,"다른관객들이 기대가커서그런지...전 평점 6점대인거 알고봐서그런지 몰라도 재밌게봤어요 정우성 욕하는연기가 좀 오글거리는거빼곤 자동차액션의 영상미나 복선이나 감정의 미묘한 표현같은것도 좋은영화인데 왜이리 평이 낮은지,. ",13357847,rlad****,16.09.30
4914,13356215,1,부라더,너무 재미있어서 11점 드리고 싶은데 방법이 없어서 어쩔 수 없이 1점드립니다. 역대급으로 개연성훌륭한 영화고... 평점알바가 있다는걸 처음으로 깨닫는 영화였습니다. 하하.. ,13356215,rlgn****,17.11.03
4915,5768030,10,파퍼씨네 펭귄들,그냥재밌는영화  더도아니고덜도아닌딱그냥중간영화. ,13356215,rlgn****,11.10.03
4916,5768022,10,세 얼간이,정말재밌는영화ㅋ ,13356215,rlgn****,11.10.03
4917,5549775,10,셜록 홈즈,정말재밋네요ㅋㅋ빨리2나와야하는데ㅋㅋ ,13356215,rlgn****,11.07.17
4918,5543357,10,트랜스포머 3,"정말재밌음ㅋㅋ4,5,6나와도다볼꺼임ㅋㅋ ",13356215,rlgn****,11.07.14
4919,5300505,10,아이 엠 넘버 포,정말재미있었음ㅋㅋ ,13356215,rlgn****,11.03.08
4920,3594184,10,트랜스포머: 패자의 역습,우와! 정말짱임 이거 46가지인가로봇나오고짱재밌어요. ,13356215,rlgn****,09.06.27
4921,13355640,1,부라더,평점 10점준 사람들 정말 양심이 없네요. 그래도 다른 분들 꼭 보세요^^ 혼자 죽을 수 없으니까요 ,13355640,c161****,17.11.03
4922,13368388,2,침묵,꿈틀이를 길게 늘려 먹은 맛. ,13355326,spou****,17.11.07
4923,13355326,8,부라더,군더더기 없이 깔끔하게 재미있었어요! ,13355326,spou****,17.11.03
4924,13009630,4,위시 어폰,"C급 하이틴과 C급 공포가  만나 B급 코미디가 되는 기적, 위시어폰과 함께 합니다.. ",13355326,spou****,17.08.10
4925,13009595,10,애나벨: 인형의 주인,공포 영화를 보다 보면 이게 공포인지 추리물인지 퇴마물인지 헷갈리는 경우가 있는데 애나벨의 경우 장르가 그냥 '공포'였다. 진짜 그냥 '공포'. ,13355326,spou****,17.08.10
4926,12647966,10,노무현입니다,정치에 조금 더 관심을 가져야겠다는 생각을 가졌다. ,13355326,spou****,17.05.26
4927,12499998,5,어느날,감정선 이해 안 가서 싫었음. 바닷가 씬에서만 펑펑 울었다. ,13355326,spou****,17.04.11
4928,12447922,8,프리즌,잔인해요. 진짜 잔인해요.... ㅠㅠㅠㅠ ,13355326,spou****,17.03.24
4929,12405461,7,걸 온 더 트레인,딱 미국식 스릴러 소설 느낌. ,13355326,spou****,17.03.09
4930,12405194,7,재심,드라마틱한 캐릭터 변화 후 내가 이 영화에 대해 할 말은 헤에... 밖에 없었다. ,13355326,spou****,17.03.09
4931,12366482,3,핵소 고지,주인공이 이해되지 않았다. 전반적으로.마지막 일본 핥기위한 장면은 너무 노골적이라 질릴 지경. ,13355326,spou****,17.02.28
4932,13398398,10,저스티스 리그,개인적으로 슈퍼맨과 아이언맨의 대결이 궁금해지게 만드는 영화 ,13354872,aron****,17.11.17
4933,13379811,10,해피 데스데이,고구마맛탕에 목걸렸다 사이다 콜라로 샤워한기분 ,13354872,aron****,17.11.11
4934,13354872,7,부라더,"동석이형 배게 사주고 싶은 영화, 공감가면 영화본거임. ",13354872,aron****,17.11.03
4935,13301800,10,대장 김창수,해야되서 평점 남기는거다... ,13354872,aron****,17.10.19
4936,13281001,1,희생부활자,범죄도시 한번 더볼껄.... ,13354872,aron****,17.10.13
4937,13236371,10,범죄도시,마동석은 싱글이였다. ,13354872,aron****,17.10.05
4938,13152461,7,매혹당한 사람들,내일 저녁은 버섯요리다. ,13354872,aron****,17.09.10
4939,13044654,10,혹성탈출: 종의 전쟁,자연의 위대함을 알 수 있는 영화 ,13354872,aron****,17.08.15
4940,12618311,10,겟 아웃,미국판 관객에게 미끼를 던졌다. ,13354872,aron****,17.05.18
4941,12508930,10,아빠는 딸,아버지 정답을 알려줘 ♥ ,13354872,aron****,17.04.15
4942,12508673,10,분노의 질주: 더 익스트림,다음 시리즈엔 마빡이도 나왔음 좋겠다. ,13354872,aron****,17.04.15
4943,11948859,10,위자 : 저주의 시작,전 하기스 귀저기 챙겨서 다행 ,13354872,aron****,16.11.10
4944,11888164,10,걷기왕,이정도면 심은경은 믿고 보는 배우가 아닌가 생각된다. 이번 영화 역시 나름의 메세지와 여운이 있어 좋았다. 이런영화가 많이 나왔으면 좋겠다. ,13354872,aron****,16.10.20
4945,11862424,10,럭키,그의 개인기는 팝콘처럼 튀었다. ,13354872,aron****,16.10.13
4946,11838812,10,맨 인 더 다크,영화에 집중하느라 못먹은 팝콘을 집에 가져가 할아버지와 나눠먹었습니다. ,13354872,aron****,16.10.05
4947,11717654,10,거울나라의 앨리스,거울아 거울아 누가제일 뻔뻔하니? 평식이횽! ,13354872,aron****,16.09.07
4948,11716261,10,밀정,평식이형이 영화좀 만들어줘 ㅠㅠ 평식이형 영화 만들면 개봉도 못할듯 ,13354872,aron****,16.09.07
4949,11707084,10,이퀄스,"결국 사랑임을 알려주는영화,믿음 소망 사랑 중 사랑이 최고이니라 Amen ",13354872,aron****,16.09.04
4950,11672970,10,라이트 아웃,뒤에서 팝콘을 쏟길래 짜증났는데 제 머리가 팝콘되있었네요. ,13354872,aron****,16.08.24
4951,11606174,10,국가대표2,"영화의 평점을보면 평식이형의 평점이 과정과 억지가 크다생각 이번에도 역시, ",13354872,aron****,16.08.11
4952,11133175,10,엽기적인 그녀 2,차태현은 의리로 이영화를 선택했다는 것이 느껴져 10점드림 ,13354872,aron****,16.05.12
4953,11081837,10,캡틴 아메리카: 시빌 워,우리나라는 언제쯤  이런 걸작영화를 만들 수 있을까 ,13354872,aron****,16.04.30
4954,13354763,10,부라더,형제간의  이야기   부모님과 봐도 좋은 영횐 ,13354763,godg****,17.11.02
4955,13222206,10,범죄도시,봐도  후회없는 영화이고  잔인해도  볼 만 함. ,13354763,godg****,17.10.03
4956,13181909,10,아이 캔 스피크,꼭  봐야 하는 영화.  추석에 가족들과 봐도 좋은 영화.무조건  1위!!! ,13354763,godg****,17.09.21
4957,13167796,10,여배우는 오늘도,현실적인  이야기가 많아서  괜찮았음한번쯤은  봐도 좋은 영화인듯 하다 ,13354763,godg****,17.09.15
4958,13121325,10,킬러의 보디가드,핵잼  꼭  보셈  라이언 멋있다 ㅋㅋㅋ ,13354763,godg****,17.08.30
4959,13095293,9,더 테이블,한 카페  테이블  한 곳에서 4쌍? 8명의 사람들의 대화를  보여주는 영화이지만  현실에서도 있을 것 같은 이야기들로 제작되서 뭔가  느껴지는게 많았고 기분좋게  볼  수 있었던 영화인 것 같다 ,13354763,godg****,17.08.25
4960,13083522,10,브이아이피,이종석배우 연기 변신 성공.왜 청불인지 봐야 알 수 있음. ,13354763,godg****,17.08.23
4961,13007936,10,청년경찰,핵잼 존잼 꿀잼  진짜 보는내내  웃김 ㅋㅋ ,13354763,godg****,17.08.09
4962,12955199,10,택시운전사,꼭 보세요  안보면 후회슬프지만  좋은 영화인거 같아요ㅠㅠ ,13354763,godg****,17.08.02
4963,12752318,10,트랜스포머: 최후의 기사,완전 짱  이거  진짜 몰입 짱임 ,13354763,godg****,17.06.23
4964,13354761,10,부라더,내용이 뭔가 정신없이 흘러가긴 했지만 그래도 코믹과 감동 둘 다 담아져 있어서 잘보았어요♥ ,13354761,tn97****,17.11.02
4965,13354760,10,부라더,재밌어용~마동석 짱입니당^^ ,13354760,asqw****,17.11.02
4966,13354699,10,부라더,이제부터 마동석은 믿고 봅니다 ,13354699,kmj5****,17.11.02
4967,13354452,3,부라더,잔재미는 있지만 잔재미뿐이다... ,13354452,mun2****,17.11.02
4968,13396722,10,7호실,배우 조합도 신선하고 감독의 공간활용은 역대급 ,13353613,high****,17.11.16
4969,13393105,10,저스티스 리그,난 마블보다 DC 철학이 더 좋다 ,13353613,high****,17.11.15
4970,13371334,10,해피 데스데이,겟 아웃 만큼 지리네 ㄷㄷ ,13353613,high****,17.11.08
4971,13353613,10,부라더,마블리 매력터진다 진짜 ㅋㅋ ,13353613,high****,17.11.02
4972,13308452,10,지오스톰,"스케일, 재미, 감동 다있는 재난 블록버스터! 존잼 ",13353613,high****,17.10.21
4973,13224216,9,딥,완전 귀여워요- 딸이 너무 좋아하네요 ㅎ ,13353613,high****,17.10.03
4974,13163781,10,"귀향, 끝나지 않은 이야기",끝나지 않은 이야기... 진짜 이제부터가 시작입니다. ,13353613,high****,17.09.14
4975,13145608,10,매혹당한 사람들,매혹당한 사람 1인 추가요 ,13353613,high****,17.09.08
4976,13119297,9,로마의 휴일,ㅋㅋㅋㅋ 웃겼으니 됐다! ,13353613,high****,17.08.30
4977,13084446,10,브이아이피,박훈정 감독은 범죄영화만큼은 확실한 감독인듯- 신세계 엄청 재밌었고 이번 도 대박재밌었음! 김명민은 오랜만에 물 만난 고기처럼 날아다니고 이종석 악역변신도 괜찮았음 ,13353613,high****,17.08.23
4978,13014455,10,애나벨: 인형의 주인,컨저링보다 훨 무섭 ㄷㄷ ,13353613,high****,17.08.10
4979,12858642,10,위시 어폰,막 무섭지는 않은데 킬링타임용으로 충분히 즐길만한 요소가 많음! 재밌음 ㅎ ,13353613,high****,17.07.21
4980,12853860,10,덩케르크,믿고보는 갓놀란. 이것이 진정한 체험이다 ,13353613,high****,17.07.20
4981,12726441,9,하루,"누군가에겐 지켜야 하는 , 누군가에겐 막아야 하는 , 누군가에겐 끝내야 하는  ",13353613,high****,17.06.15
4982,12693550,10,미이라,시리즈의 시작을 알리는 작품. 벌써부터 다음 작품이 기다려짐 ,13353613,high****,17.06.06
4983,12615104,10,킹 아서: 제왕의 검,간만에 볼만한 판타지영화 나온듯!! ,13353613,high****,17.05.17
4984,12615098,10,겟 아웃,완전 독특한 영화! 아이디어가 겁나 좋음 ,13353613,high****,17.05.17
4985,12522075,10,8 마일,8.88 맞춰야됨!! ,13353613,high****,17.04.20
4986,12444579,10,"나의 딸, 나의 누나",이 좋은 영화가 상영관이 적은게 아쉽다... ,13353613,high****,17.03.23
4987,12422275,10,스페이스 비트윈 어스,화성남자와 지구소녀의 로맨스! 소재로 벌써 반은 먹고 감 ㅎㅎ 영상이 이쁘고 둘만 봐도 설렌다 ,13353613,high****,17.03.16
4988,12404836,10,쇼콜라,생각했던 거 보다 훨 잼나네요 ㅎ ,13353613,high****,17.03.09
4989,12340730,10,핵소 고지,와 진짜 전쟁씬 대박.. 오랜만에 볼만한 전쟁영화 나온듯 ,13353613,high****,17.02.22
4990,12340182,10,23 아이덴티티,맥어보이 연기 진짜 쩐다 ㄷㄷㄷ 영화 보고 나오니 힘이 하나도 없네... 긴장감 쩔 ,13353613,high****,17.02.22
4991,12313179,10,그레이트 월,스케일 굳! 역시 믿고 보는 맷 데이먼! ,13353613,high****,17.02.15
4992,12287559,9,발레리나,요즘 볼만한 애니가 많아서 좋네요 ㅎㅎ 꿈을 향한 펠리시의 열정을 배워야겠어요 ,13353613,high****,17.02.09
4993,12285209,10,트리플 엑스 리턴즈,역시 쩐다! 믿고 보는 빈 디젤 액션의 끝판왕! ,13353613,high****,17.02.08
4994,12265137,10,컨택트,올해가 아직 얼마 안지났지만 올해의 영화가 될 것 같은 느낌! ,13353613,high****,17.02.02
4995,12223738,10,딥워터 호라이즌,충분히 볼만한 가치가 있는 재난영화! ,13353613,high****,17.01.25
4996,12223714,10,레지던트 이블: 파멸의 날,드디어 레지던트 시리즈 극장에서 보고 후회안함! 시리즈 중 젤 낫네 ,13353613,high****,17.01.25
4997,12163781,10,판도라,많은 사람들이 꼭 봤으면 좋겠다 ,13353613,high****,17.01.12
4998,12104805,10,로그 원: 스타워즈 스토리,스타워즈 시리즈 안보고 로그원 봤는데 꿀잼이네요~~ ,13353613,high****,16.12.30
4999,12068795,10,씽,나네요! 완전 잼나요~~~~ ,13353613,high****,16.12.21
5000,12022746,10,핸즈 오브 스톤,복싱 영화는 어느정도 재미 보장하지 ㅎ ,13353613,high****,16.12.08
5001,12002235,9,언더월드: 블러드 워,역시 언더월드! 돌아와줘서 고마운 셀린느 누님 ㅋㅋ ,13353613,high****,16.11.30
5002,11902126,10,걷기왕,믿고 보는 심은경! 역쉬! ,13353613,high****,16.10.25
5003,11863513,10,어카운턴트,인간의 이중성에 대해 흥미롭게 이야기한 작품- 생각했던것보다 액션은 적고 드라마가 강하다 ,13353613,high****,16.10.13
5004,11839484,10,맨 인 더 다크,진심 심장이 쪼그라드는 줄 알았다 대박.. ,13353613,high****,16.10.05
5005,11714505,10,밀정,한 장면도 버릴 장면이 없는 단연코 올해 최고의 영화 ,13353613,high****,16.09.07
5006,11698140,10,머니 몬스터,개인적으로 더 테러 라이브만큼 재밌음 ,13353613,high****,16.08.31
5007,11678000,10,고스트버스터즈,나만 재밌게 본 거 아니네 ㅋㅋ 겁나 웃김 ㅋ ,13353613,high****,16.08.25
5008,11676444,10,최악의 하루,중간부터 진짜 빵빵터짐- 빵터지는 하루였음 ㅋㅋ ,13353613,high****,16.08.25
5009,11676439,10,라이트 아웃,난 컨저링 시리즈보다 이게 훨씬 재밌고 무서웠음 ,13353613,high****,16.08.25
5010,11539828,10,수어사이드 스쿼드,할리퀸 쩔고 조커는 사랑꾼 ㅎㅎ 캐릭터 매력 중독 ,13353613,high****,16.08.03
5011,11429675,10,마신자 - 빨간 옷 소녀의 저주,영화 보고와서도 계속 생각나 빨간 옷 소녀.... ,13353613,high****,16.07.21
5012,11340820,10,레전드 오브 타잔,"타잔과 제인, 넘나 매력적인 것 ",13353613,high****,16.06.29
5013,11339798,10,사냥,배우들 굿굿- 조진웅 안성기 손현주 ㄷㄷ ,13353613,high****,16.06.29
5014,11263484,10,워크래프트: 전쟁의 서막,진짜 대박... 빨리 다음 편이 나왔으면 ,13353613,high****,16.06.10
5015,11253892,9,싱 스트리트,이제 존 카니 감독 영화는 믿고 봐도 될듯 ,13353613,high****,16.06.07
5016,11221177,9,무서운 이야기 3 : 화성에서 온 소녀,생각했던거보다 영화 괜춘- 은근 오싹 ,13353613,high****,16.06.01
5017,11178529,10,앵그리버드 더 무비,넘나 귀여운 것. 아직 안보신분들 극장에서 보'새' ,13353613,high****,16.05.21
5018,11129871,10,캄포스,시사로 봤는데 생각보다 훨씬 흥미로웠던 영화! ,13353613,high****,16.05.12
5019,11066678,10,시크릿 인 데어 아이즈,배우도 좋고 내용도 좋고- 히어로 무비 싫어하는 사람에게 추천 ,13353613,high****,16.04.27
5020,11034295,10,헌츠맨: 윈터스 워,이블 퀀 캐릭터 쩐다!!! ,13353613,high****,16.04.13
5021,10980644,10,배트맨 대 슈퍼맨: 저스티스의 시작,"배트맨 대 슈퍼맨의 대결도 대결이지만저스티스 리그의 시작이라는 점에서 굳-원더우먼, 플래시, 아쿠아맨, 사이보그까지!!! ",13353613,high****,16.03.24
5022,10955849,10,런던 해즈 폴른,역시 이런 영화는 아무 생각 없이 봐줘야됨 ,13353613,high****,16.03.13
5023,10898452,10,제5침공,새로운 스타일의 영화인듯- 클로이 모레츠 짱 ,13353613,high****,16.02.26
5024,10884971,10,귀향,오늘 꼭 관람하겠습니다. ,13353613,high****,16.02.24
5025,10590905,5,쓰리 썸머 나잇,김상진도 이젠 끝났다... ,13353613,high****,15.12.11
5026,10588626,10,리틀 보이,인생은 아름다워가 생각날 정도로 완성도도 높고 재미도 있는 작품- ,13353613,high****,15.12.10
5027,10572434,10,극적인 하룻밤,"윤계상은 역할에 너무 잘 어울리고, 조복래는 제2의 납득이가 기대될 정도임- 간만에 볼만한 한국 로코 ",13353613,high****,15.12.03
5028,10571859,10,맥베스,셰익스피어의 명작을 극장에서 만날 수 있다니!! ,13353613,high****,15.12.03
5029,10571844,6,비밀,아쉽다.. 꼭 손호준이어야만 했을까.. ,13353613,high****,15.12.03
5030,10571839,10,시카리오: 암살자의 도시,단연컨대 올해 본 영화 중 최고! ,13353613,high****,15.12.03
5031,10547363,10,괴물의 아이,믿고 보는 호소다 마모루 감독!!! ,13353613,high****,15.11.25
5032,10334358,10,사도,이준익 감독 오랜만에 제대로 된 수작 만들었네 ,13353613,high****,15.09.16
5033,9956500,9,아스테릭스: 신들의 전당,어릴적 로베르토 베니니 나온 실사 영화를 재밌게 봤었는데- 십여년이 지나 애니로 다시 만나니 감회가 새롭네요 ,13353613,high****,15.05.28
5034,9956496,10,피치 퍼펙트: 언프리티 걸즈,이거 진짜 잼남- 시사회로 봤는데.. 노래가 넘 좋아서 사운드X관에서 한번 더 볼 계획- ,13353613,high****,15.05.28
5035,9901007,10,기생수 파트2,1편도 너무 재밌었는데 2편도 만만치않음! 사실 2편이 이 영화가 담고있는 진짜 메시지- ,13353613,high****,15.05.07
5036,9876876,10,차이나타운,"놀라운 뚝심으로 밀고 나간다! 역시 김혜수, 놀랍다 김고은, 의외의 발견 고경표, 최고의 연기 조현철 ",13353613,high****,15.04.29
5037,9759874,7,"러브, 로지",이것이 진정한 썸 영화다! ,13353613,high****,15.03.06
5038,9757450,10,기생수 파트1,원작 활용의 좋은 예. 2편 기대중! ,13353613,high****,15.03.05
5039,9686895,9,내 심장을 쏴라,진구땜에 재밌게 봤어요! ,13353613,high****,15.02.11
5040,9648074,10,트라이브,대사와 자막이 없어서 더욱 집중해서 봤다! 말이 필요없는 걸작! ,13353613,high****,15.01.29
5041,9280795,6,마담 뺑덕,진짜 독특한 영화인듯- 마지막에 청이의 등장이 오히려 독이 됨- ,13353613,high****,14.10.10
5042,9280790,6,슬로우 비디오,"소재는 좋은데 살리지를 못함.. 중간중간 괜찮은 씬도 있지만 전반적으로 웃음, 감동이 약함 ",13353613,high****,14.10.10
5043,9253506,10,제보자,올해 본 영화 중 단연 최고! 와이키키이후 임순례 감독 최고작품 ,13353613,high****,14.10.02
5044,9118081,6,몬스터,두 마리 쫓다가 두 마리 다 놓친듯- ,13353613,high****,14.08.21
5045,9116458,6,가시,장혁의 캐릭터 공감이 안감... ,13353613,high****,14.08.21
5046,8844471,10,와즈다,너무 사랑스런 와 압둘라!!! 이게 진정 첫 영화인가 대박 ,13353613,high****,14.06.21
5047,8386652,10,"가장 따뜻한 색, 블루",진짜 대단한 열연! 최고의 영화! ,13353613,high****,14.01.16
5048,8381945,10,그렇게 아버지가 된다,진짜 최고라는 말 밖엔.. ,13353613,high****,14.01.14
5049,8206558,9,집으로 가는 길,"국회의원, 외교통상부, 대사관 놈들은 꼭 봤으면.. ",13353613,high****,13.12.11
5050,8157052,8,캡틴 필립스,폴 그린그래스라 조금 아쉽다! 이 보다 더 명작을 만들수 있는 감독인데.. 뒷심 살짝 부족- ,13353613,high****,13.11.21
5051,8157050,7,더 파이브,초반부의 흥미로움이 후반부까지 이어가지 못한다! 그게 살짝 아쉽 ㅠ ,13353613,high****,13.11.21
5052,8156237,10,결혼전야,"진심 너무 재밌음! 마동석, 이희준 특히 최고! ",13353613,high****,13.11.21
5053,8045952,10,화이 : 괴물을 삼킨 아이,장준환의 10년만의 복귀작! 10년을 기다린 보람이 있다! ,13353613,high****,13.10.09
5054,7770994,6,월드워Z,예루살렘에서 마이크 드는 순간부터 산으로... ,13353613,high****,13.07.21
5055,7718649,8,화이트 하우스 다운,롤랜드 에머리히.. 역시 오락영화 만드는 재주는 탁월! ,13353613,high****,13.07.08
5056,7245623,9,남쪽으로 튀어,최해갑이 레알 갑! 모든 캐릭터가 살아있네~ ,13353613,high****,13.02.10
5057,7245615,5,반창꼬,배우의 매력은 인정. 하지만 영화는 심하게 매력이 없네요-;; ,13353613,high****,13.02.10
5058,7203171,7,7번방의 선물,신파 오브 신파! 그래도 울린다! ,13353613,high****,13.01.31
5059,6912080,10,범죄소년,올해 최고의 발견 서영주! 그를 주목하라..  CGV 는 광해 좀 그만 틀고.. 영화 좀 다양하게 좀 틀자.. ,13353613,high****,12.11.22
5060,6434279,10,케빈에 대하여,틸다 스윈튼의 완벽한 연기! 소름돋는 결말! ,13353613,high****,12.07.01
5061,5851032,10,머니볼,단호하게 말할수 있는 올해 최고의 영화 ,13353613,high****,11.11.15
5062,5483953,9,애정만세,미성년이 특히 좋네요! 류혜영 올해의 발견인듯 ,13353613,high****,11.06.16
5063,5173984,6,글러브,야구를 모르는 감독이 만든 야구 영화.. 그럭저럭 눈물샘은 자극한다 ,13353613,high****,11.01.21
5064,3711602,6,해운대,이민기 에피소드만 감동적이고 뭐.. 다른건 뭐 좀 그르타 ,13353613,high****,09.08.05
5065,3496168,10,잘 알지도 못하면서,홍상수 감독 영화중 최고인듯! ,13353613,high****,09.05.15
5066,2863409,10,다찌마와 리 - 악인이여 지옥행 급행열차를 타라!,끝까지 간 영화! 제대로 즐겨보자! ,13353613,high****,08.08.11
5067,2715039,7,강철중: 공공의 적 1-1,1편보단 못하고 2편보단 훌륭함 / 돌아온 철중씨 반갑소 ㅎ ,13353613,high****,08.06.22
5068,2406727,8,라듸오 데이즈,한국 방송계의 던지는 메시지. 이렇게 과소평가 받을 영화가 아닌데.. ,13353613,high****,08.02.04
5069,2388399,7,무방비 도시,뭔가 조금 부족하다. 시도는 좋았는데.. ,13353613,high****,08.01.30
5070,2388397,10,우리 생애 최고의 순간,임순례 감독님 돌아오셔서 감사합니다. ,13353613,high****,08.01.30
5071,2388395,5,마지막 선물,김상호의 연기는 진짜 짱인데.. 연출이 좀 그렇다. ,13353613,high****,08.01.30
5072,2367459,5,슈퍼맨이었던 사나이,"이 영화가 과연 말아톤, 좋지 아니한가의 정윤철 감독 영화란 말인가-_- 실망스럽다. ",13353613,high****,08.01.25
5073,2356981,10,클로버필드,오늘 강변CGV에서 봤습니다. 정말 재밌네요- 온몸에 전율이!! ,13353613,high****,08.01.22
5074,2316454,10,스위니 토드: 어느 잔혹한 이발사 이야기,역시 조니뎁 다운 영화- 목이 달아납니다. 조심하세요!! ,13353613,high****,08.01.11
5075,1970512,10,조디악,이 영화가 지루해? 전혀~ 진화하는 데이빗 핀처감독. ,13353613,high****,07.08.23
5076,1383309,6,올드 미스 다이어리 - 극장판,어느 순간 길을 잃은듯이 헤메인다. 할머니들의 에피소드만 업 ,13353613,high****,07.01.14
5077,1059300,7,각설탕,스토리의 뻔함을 떠나. 연결고리가 미흡하다. 볼만하긴 하다. ,13353613,high****,06.08.20
5078,2406727,8,라듸오 데이즈,한국 방송계의 던지는 메시지. 이렇게 과소평가 받을 영화가 아닌데.. ,13353613,high****,08.02.04
5079,2388399,7,무방비 도시,뭔가 조금 부족하다. 시도는 좋았는데.. ,13353613,high****,08.01.30
5080,2388397,10,우리 생애 최고의 순간,임순례 감독님 돌아오셔서 감사합니다. ,13353613,high****,08.01.30
5081,2388395,5,마지막 선물,김상호의 연기는 진짜 짱인데.. 연출이 좀 그렇다. ,13353613,high****,08.01.30
5082,2367459,5,슈퍼맨이었던 사나이,"이 영화가 과연 말아톤, 좋지 아니한가의 정윤철 감독 영화란 말인가-_- 실망스럽다. ",13353613,high****,08.01.25
5083,2356981,10,클로버필드,오늘 강변CGV에서 봤습니다. 정말 재밌네요- 온몸에 전율이!! ,13353613,high****,08.01.22
5084,2316454,10,스위니 토드: 어느 잔혹한 이발사 이야기,역시 조니뎁 다운 영화- 목이 달아납니다. 조심하세요!! ,13353613,high****,08.01.11
5085,1970512,10,조디악,이 영화가 지루해? 전혀~ 진화하는 데이빗 핀처감독. ,13353613,high****,07.08.23
5086,1383309,6,올드 미스 다이어리 - 극장판,어느 순간 길을 잃은듯이 헤메인다. 할머니들의 에피소드만 업 ,13353613,high****,07.01.14
5087,1059300,7,각설탕,스토리의 뻔함을 떠나. 연결고리가 미흡하다. 볼만하긴 하다. ,13353613,high****,06.08.20
5088,13353218,4,부라더,아.. b급영화.. 간혹 웃기긴함 ,13353218,kgh8****,17.11.02
5089,12221661,9,너의 이름은.,에니메이션을 떠나 정말 잘만들었음 ,13353218,kgh8****,17.01.24
5090,11968489,9,신비한 동물사전,볼거리는 충분하지만 결과는 뻔한이야기 ,13353218,kgh8****,16.11.18
5091,11293610,6,컨저링 2,전작보다 공포감은 확실히 덜함.. 무섭다라고 할 수는 없음 ,13353218,kgh8****,16.06.18
5092,11265073,5,아가씨,아... 재미없다고는 할수없는데 그냥 모르겠네 ,13353218,kgh8****,16.06.10
5093,11184680,10,곡성(哭聲),곡성(哭聲)보고나면 머리가 띵함.. ,13353218,kgh8****,16.05.22
5094,11062692,2,"날, 보러와요",진짜 돈버리고 시간버리고 재미를 느낄수가 없이 걍 비급영화 ,13353218,kgh8****,16.04.25
5095,11025329,1,배트맨 대 슈퍼맨: 저스티스의 시작,영화보다가 졸은적이 처음일정도로 재미없다. ,13353218,kgh8****,16.04.10
5096,11025327,9,데드풀,재밌음 돈안아깝고 신선하고 ,13353218,kgh8****,16.04.10
5097,10984359,1,널 기다리며,?? 죄다 알바생들인가 .. 작품 내용도 엉망이고 인물을 누구한테 집중해야 할지도 모르겠고  걍 복수고 나발이고 살인범 3명이서 서로 죽이려 안달나고 형사는 구시대적 방법으로 범인하나 잡지 못하고 끝나는 영화임. 단 김성오의 체중감량은 놀라움 ,13353218,kgh8****,16.03.25
5098,10925261,10,귀향,정말 봐야할 작품입니다 ,13353218,kgh8****,16.03.02
5099,10808866,8,검사외전,돈아깝다는 생각이 안든영화 ,13353218,kgh8****,16.02.05
5100,10654245,8,대호,재밌음 가족끼리 봐도 좋을영화 ,13353218,kgh8****,15.12.27
5101,10630935,10,히말라야,진짜 감동적이고ㅜ재밌어요 ,13353218,kgh8****,15.12.22
5102,10600470,10,검은 사제들,재밌어요꼭보세요~! ,13353218,kgh8****,15.12.14
5103,10503382,10,베테랑,말이필요없죠 말하면 어이없음 ,13353218,kgh8****,15.11.11
5104,10503380,10,미션 임파서블: 로그네이션,굿 재밌어요 강추합니다 ,13353218,kgh8****,15.11.11
5105,10094883,9,쥬라기 월드,재밌어요! 쓰리디로 봐야함 ,13353218,kgh8****,15.07.12
5106,9986286,6,샌 안드레아스,스토리는 정말 진부한 내용 가정불화가 있는 '능력좋은 가장이 역경을 이겨내고 가족을 지켜낸다' 이거뿐이지만 볼거리는 충분하다 ,13353218,kgh8****,15.06.09
5107,9590363,8,워킹걸,노출을 기대하고 보면 안됨 가볍게 즐기기에 굉장히 재밌는 코미디 ,13353218,kgh8****,15.01.13
5108,10925261,10,귀향,정말 봐야할 작품입니다 ,13353218,kgh8****,16.03.02
5109,10808866,8,검사외전,돈아깝다는 생각이 안든영화 ,13353218,kgh8****,16.02.05
5110,10654245,8,대호,재밌음 가족끼리 봐도 좋을영화 ,13353218,kgh8****,15.12.27
5111,10630935,10,히말라야,진짜 감동적이고ㅜ재밌어요 ,13353218,kgh8****,15.12.22
5112,10600470,10,검은 사제들,재밌어요꼭보세요~! ,13353218,kgh8****,15.12.14
5113,10503382,10,베테랑,말이필요없죠 말하면 어이없음 ,13353218,kgh8****,15.11.11
5114,10503380,10,미션 임파서블: 로그네이션,굿 재밌어요 강추합니다 ,13353218,kgh8****,15.11.11
5115,10094883,9,쥬라기 월드,재밌어요! 쓰리디로 봐야함 ,13353218,kgh8****,15.07.12
5116,9986286,6,샌 안드레아스,스토리는 정말 진부한 내용 가정불화가 있는 '능력좋은 가장이 역경을 이겨내고 가족을 지켜낸다' 이거뿐이지만 볼거리는 충분하다 ,13353218,kgh8****,15.06.09
5117,9590363,8,워킹걸,노출을 기대하고 보면 안됨 가볍게 즐기기에 굉장히 재밌는 코미디 ,13353218,kgh8****,15.01.13
